startup_id,company_name,sector,founding_year,funding_rounds,total_funding_usd,employee_count,founder_experience,is_unicorn,ipo_status,market_volatility,investor_count,japanese_investor,success_score,last_valuation_usd,revenue_usd,ipo_valuation_usd,ipo_return_6m,esg_score,customer_growth_rate,burn_rate
STUP_7573,FutureMinds Labs,sustainability,2018,2,2.04,86,2.084418457,0,0,61.36,1,0,63.46,423.76,42.38,,,,20.83,6.41
STUP_7574,BlueSolutions Ventures,mobility,2019,3,2.49,53,8.10481441,0,0,77.97,1,0,64.81,847.94,74.95,,,9.08,20.27,1.14
STUP_7575,RapidWorks Technologies,mobility,2015,4,1.87,205,11.00837832,0,0,28.91,1,0,29.99,382.13,8.13,,,63.31,145.7,1.36
STUP_7576,QuantumWorks Pvt Ltd,consumer tech,2017,2,20.07,28,4.460277926,0,0,94.69,1,1,77.65,136.11,14.92,,,,,
STUP_7577,BrightVision Innovations,logistics,2016,0,5.54,172,12.71096688,0,0,113.84,2,1,40.74,289.1,11.1,,,,23.95,2.67
STUP_7578,TechAnalytics Ventures,agritech,2017,1,4.91,65,6.983138607,0,0,66.44,3,0,59.17,309.23,43.93,,,35.57,1.1,5.62
STUP_7579,TrueSolutions,fintech,2015,2,16.93,264,14.66106644,0,1,117.33,3,0,31.84,788.52,20.6,10747.18,68.59,,262.27,0.36
STUP_7580,BlueWave Innovations,fintech,2020,4,17.1,43,5.663118409,0,1,34.07,4,0,81.81,142.6,36.07,24564.46,48.44,,,4.43
STUP_7581,SmartSolutions Innovations,edtech,2018,1,17.32,79,11.80174066,0,0,45.79,3,0,60.86,405.07,105.69,,,,,2.52
STUP_7582,FutureWave,ecommerce,2017,1,4.53,28,5.610508153,0,1,27.1,4,0,21.37,432.5,,24624.46,5.97,56.57,109.21,2.38
STUP_7583,RedMinds Pvt Ltd,AI,2017,3,2.31,16,15.47545872,0,0,46.23,3,1,72.62,,,,,54.25,13.92,1.43
STUP_7584,NextVision Pvt Ltd,cleantech,2012,1,15.17,36,14.9509407,0,0,36.38,7,0,63.26,863.48,4.6,,,44.84,261.79,
STUP_7585,NextLogic Pvt Ltd,fintech,2019,1,0.89,39,9.266198082,0,0,59.69,1,1,56.27,112.19,,,,42.2,,2.75
STUP_7586,TechWave,fintech,2022,4,6.93,41,11.61269677,0,0,38.05,4,0,31.91,29.08,29.1,,,38.19,6.33,0.26
STUP_7587,GreenSystems Technologies,fintech,2020,4,5.89,187,4.094711802,0,0,58.65,2,0,48.27,154.11,,,,35.09,,3.56
STUP_7588,QuantumLab Innovations,sustainability,2017,4,16.72,50,1.375129603,0,1,16.53,5,0,75.47,916.53,76.56,21773.89,-18.27,60.22,39.86,4.4
STUP_7589,SmartWorks Technologies,fintech,2014,4,1.17,21,7.790970192,0,0,63.59,3,0,54.8,,17.01,,,39.42,15.24,13.93
STUP_7590,FutureAnalytics Technologies,sustainability,2016,3,10.85,8,8.594221422,0,0,104.56,2,0,78.7,927.33,,,,,344.73,11.04
STUP_7591,BlueWorks Pvt Ltd,consumer tech,2018,1,1.12,29,17.09522733,0,0,115.04,2,0,62.06,276.3,,,,,155.09,0.22
STUP_7592,BlueNetworks Ventures,fintech,2019,5,4.66,116,12.33951648,0,0,97.01,2,0,65.32,,,,,48.94,106.08,
STUP_7593,NextSystems Labs,healthtech,2020,1,1.79,11,7.051005957,0,0,106.77,2,0,59.49,18.87,,,,,120.73,
STUP_7594,InnoSolutions Technologies,deeptech,2016,0,1.31,74,10.83695682,0,0,50.9,3,0,41.35,594.78,69.06,,,,26.35,0.66
STUP_7595,QuantumMinds Innovations,fintech,2019,3,4.35,75,15.61317771,0,0,80.57,5,0,49.93,353.63,,,,68.84,21.45,8.19
STUP_7596,RapidVision Innovations,agritech,2014,2,6.27,58,10.28180351,0,0,56.29,3,0,38.8,51.55,,,,66.6,74.68,1.25
STUP_7597,RedLogic Innovations,deeptech,2017,3,5.48,17,12.3160435,0,0,52.94,2,1,78.34,766.75,,,,,21.74,16.97
STUP_7598,FutureNetworks Technologies,ecommerce,2025,1,4.96,9,16.81076865,0,0,73.11,2,0,43.48,,167.32,,,,12.2,
STUP_7599,GreenLogic Pvt Ltd,healthtech,2020,0,7.4,47,1.430025661,0,0,50.28,3,0,67.1,152.15,8.81,,,56.02,,
STUP_7600,BrightWorks Innovations,deeptech,2015,1,4.58,48,15.32944676,0,0,106.72,2,0,48.58,43.73,65.4,,,58.76,165.47,0.77
STUP_7601,TechMinds Pvt Ltd,mobility,2021,2,1.69,22,10.58170015,0,0,79.21,3,0,47.23,810.7,,,,46.51,70.53,0.46
STUP_7602,TechWorks Pvt Ltd,fintech,2015,1,34.24,23,16.81927551,0,0,71.51,4,1,39.13,,39.09,,,,34.56,
STUP_7603,NextAnalytics Labs,logistics,2020,3,2.51,15,0.572909902,0,0,18.61,4,0,38.29,,15.8,,,,,4.41
STUP_7604,RedNetworks,healthtech,2015,5,4.74,14,7.309270454,0,0,77.92,4,0,53.83,537.24,32.86,,,,26.65,0.75
STUP_7605,RapidWorks Labs,AI,2020,0,1.8,49,3.209582453,0,0,80.74,1,0,59.9,206.49,,,,51.85,97.03,0.42
STUP_7606,BlueVision Pvt Ltd,logistics,2016,4,3.49,23,10.27767798,0,0,102.65,4,0,29.14,,,,,,4.22,1.13
STUP_7607,NextLogic Innovations,deeptech,2017,3,11.14,29,6.695002149,0,1,119.84,3,1,65.99,296.89,28.6,23115.14,-3.91,,,11.02
STUP_7608,TrueWorks Ventures,healthtech,2016,3,10.9,51,14.74247541,0,1,103.65,6,0,53.96,142.59,41.94,12252.38,51.82,60.72,64.3,1.21
STUP_7609,TrueMinds Ventures,deeptech,2020,4,2.43,77,3.01662789,0,0,17,4,1,51.57,883.5,30.5,,,,16.72,3.97
STUP_7610,QuantumSystems Technologies,consumer tech,2015,4,17.88,22,10.51380083,0,0,52.02,3,1,27.48,740.15,6.55,,,67.27,,22.91
STUP_7611,BlueSolutions Labs,sustainability,2015,0,6.55,157,6.991830191,0,0,17.89,1,1,61.73,,,,,46.69,19.36,5.29
STUP_7612,RedAnalytics Innovations,fintech,2018,4,8.93,26,0.558814317,0,0,60.57,3,0,48.97,461.96,14.89,,,51.66,162.18,6.59
STUP_7613,RapidMinds Technologies,ecommerce,2019,3,1.75,117,8.429804606,0,0,15.15,3,0,55.31,950.32,8.89,,,60.91,17.89,2.72
STUP_7614,QuantumAnalytics Pvt Ltd,agritech,2012,2,10.35,93,7.478891807,0,0,87.72,6,1,28.76,137.76,,,,33.4,3.16,
STUP_7615,QuantumSystems Ventures,logistics,2015,1,7.32,42,15.44643611,0,0,82.91,1,0,46.11,,5.53,,,,,4.75
STUP_7616,RedSystems,consumer tech,2020,1,7.71,115,13.68586622,0,0,30.95,4,0,74.65,188.84,80.23,,,24.26,40.75,16.08
STUP_7617,BlueLab Innovations,edtech,2018,2,14.29,149,18.58004904,0,0,29.51,2,0,34.96,,,,,,44.29,4.45
STUP_7618,BrightWave,mobility,2015,0,0.99,8,13.36628067,0,0,98.42,3,0,28.79,929.35,123.98,,,38.73,16.54,
STUP_7619,RapidAnalytics Pvt Ltd,consumer tech,2021,1,2.58,49,18.07576923,0,0,34.59,3,0,46.01,148.9,76.71,,,72.57,70.7,8.15
STUP_7620,QuantumAnalytics Labs,deeptech,2016,1,6.59,33,6.087659557,0,0,99.48,3,0,28.93,,,,,48.6,7.34,
STUP_7621,TechVision,mobility,2015,4,2.72,223,10.3018705,0,0,86.51,2,0,47.32,442.88,,,,56.15,67.05,2.08
STUP_7622,GreenSystems Ventures,logistics,2013,2,6.58,18,13.86116811,0,0,70.6,2,0,36.74,,75.44,,,63.13,36.26,
STUP_7623,QuantumWorks,fintech,2014,2,3.02,41,13.03214137,0,0,38.51,3,0,49.42,384.5,12.98,,,49.53,128.45,0.44
STUP_7624,BlueSystems Labs,ecommerce,2014,4,2.95,97,10.13317868,0,0,97.61,1,0,87.36,867.44,9.48,,,,72.85,0.74
STUP_7625,TechSolutions Ventures,logistics,2016,3,3.95,24,4.663881419,0,0,89.4,2,0,71.92,887.25,25.23,,,50.7,69.54,2.16
STUP_7626,RedMinds Innovations,consumer tech,2020,1,144.49,11,6.233209387,0,0,119.81,7,1,73.6,297.49,45.04,,,19.02,341.38,6.66
STUP_7627,TrueNetworks Technologies,ecommerce,2018,6,4.82,7,7.899948105,0,0,67.02,3,0,59.56,89.56,,,,65.86,12.51,0.7
STUP_7628,InnoLab Pvt Ltd,agritech,2012,1,4.17,81,13.33448435,0,0,79.27,4,0,14.86,396.9,40.16,,,83.08,117.7,0.16
STUP_7629,TechLogic Pvt Ltd,sustainability,2018,0,7.15,18,13.97997385,0,0,23.62,4,0,53.13,358.48,7.4,,,,,3.02
STUP_7630,RapidVision,sustainability,2020,1,4.82,47,6.603617112,0,0,58.3,5,0,88.65,18.38,,,,17.51,62.62,0.45
STUP_7631,BrightMinds Technologies,sustainability,2014,3,1.51,13,11.54765462,0,0,70.7,2,0,49.59,,14.7,,,30.71,,11.07
STUP_7632,NextSystems Innovations,fintech,2013,2,2.52,232,13.50151678,0,1,106.77,4,0,56.5,733.01,30.37,21680.21,14.95,,,15
STUP_7633,RapidWave Innovations,ecommerce,2018,1,4.06,100,13.10457547,0,0,102.47,3,0,25.32,280.56,21.24,,,15.72,123.89,14.32
STUP_7634,BlueNetworks Technologies,consumer tech,2015,1,3.19,23,13.87794794,0,0,32.17,4,0,47.29,794.73,26.78,,,70.26,11.52,1.03
STUP_7635,BrightVision,agritech,2020,4,31.74,58,2.705824443,0,1,96.09,3,0,56.13,,7.66,3957.41,93.8,,,
STUP_7636,BrightWorks Pvt Ltd,deeptech,2015,4,2.52,8,14.10789293,0,0,29.77,3,0,42.05,440.38,20.95,,,62.14,,1.76
STUP_7637,RedNetworks Pvt Ltd,consumer tech,2019,2,4.17,34,16.31002645,0,0,20.39,2,0,50.26,,,,,28.68,65.5,0.82
STUP_7638,QuantumLab Pvt Ltd,consumer tech,2016,2,0.36,28,9.973480773,0,0,58.4,4,1,36.18,,17.37,,,56.51,34.73,6.5
STUP_7639,TechLogic Ventures,AI,2014,2,2.66,168,2.651442706,0,0,30.15,8,0,38.52,,,,,49.42,19.04,0.2
STUP_7640,NextSolutions Labs,ecommerce,2018,2,1.44,41,11.43441919,0,1,12.11,4,0,45.49,218.09,101.9,11914.98,47.75,57.59,40.59,
STUP_7641,InnoSolutions,consumer tech,2020,3,3.5,21,12.3278931,0,0,63.65,3,1,45.43,,45.11,,,53.18,,2.24
STUP_7642,TechSolutions Ventures,ecommerce,2017,4,0.52,130,4.199023122,0,0,107.59,1,1,52.57,92.67,94.63,,,49.29,,
STUP_7643,BlueSystems Pvt Ltd,agritech,2016,1,2.29,16,6.087419077,0,1,112.35,1,0,56.26,227.86,,21164.67,37.26,,11.68,0.33
STUP_7644,NextLab Labs,cleantech,2018,2,2.3,83,18.52741494,0,0,64.87,3,0,55.67,976.24,12.66,,,49.91,72.9,9.81
STUP_7645,SmartSolutions Innovations,fintech,2013,3,11.59,66,4.356675241,0,0,116.9,5,1,57.37,159.47,13.55,,,,133.24,6.87
STUP_7646,NextAnalytics Innovations,deeptech,2017,2,3.7,165,6.983739226,1,0,35.45,5,0,47.66,2815.38,17.92,,,68.11,,0.25
STUP_7647,RedMinds Technologies,sustainability,2020,1,13,23,0,0,0,28.37,1,0,83.51,761.39,6.08,,,39,52.14,2.09
STUP_7648,BlueMinds Technologies,sustainability,2016,2,4.31,49,1.601262943,0,0,55.06,6,1,61.69,,57.45,,,44.98,204.8,12.29
STUP_7649,QuantumMinds,fintech,2018,1,18.8,114,3.322131593,0,1,56.96,2,0,37.6,,27.42,21181.83,60.67,,,0.85
STUP_7650,NextSystems Pvt Ltd,mobility,2014,0,1.78,69,12.4006201,0,0,18.88,5,0,33.48,147.45,8.89,,,39.42,295.97,0.99
STUP_7651,TrueVision Ventures,cleantech,2015,1,5.23,49,6.45767632,0,0,101.7,2,0,55.22,941.67,,,,,23.6,1.23
STUP_7652,BlueSolutions Innovations,edtech,2018,1,3.03,80,3.839370305,0,0,96.28,4,0,48.51,776.55,16.63,,,,11.91,4.51
STUP_7653,SmartSolutions Innovations,sustainability,2016,4,4.81,33,13.19173642,0,0,90.86,1,0,18.4,,,,,,35.42,6.11
STUP_7654,TrueSystems,healthtech,2016,0,7.13,64,13.31766203,0,0,114.24,3,0,48.75,,14.65,,,39.59,40.83,8.17
STUP_7655,InnoVision Labs,healthtech,2021,1,10.68,30,10.7772855,0,0,116.7,5,0,64.22,694.44,,,,39.13,27.32,2.73
STUP_7656,BrightMinds,agritech,2017,1,1.24,20,12.83001656,0,0,35.71,3,0,42.58,416.58,2.6,,,72.55,47.17,7.65
STUP_7657,TechWave Pvt Ltd,deeptech,2019,2,3.74,73,8.591189052,0,0,84.67,4,0,41.99,589.78,32.16,,,51.56,136.02,3.01
STUP_7658,TechWorks Pvt Ltd,ecommerce,2024,4,1.22,157,0,0,0,75.18,4,0,54.94,408.67,8.5,,,50.42,40.68,8.6
STUP_7659,InnoAnalytics Technologies,healthtech,2020,1,11.51,9,13.37446575,0,1,82.95,4,0,43.18,,22.44,14399.19,-10.46,46.58,,8.13
STUP_7660,NextLogic Innovations,ecommerce,2020,3,16.82,427,3.859643348,0,0,30.05,6,0,78.6,,136.27,,,,83.09,1.22
STUP_7661,QuantumWorks Technologies,deeptech,2014,5,14.73,48,16.06792505,0,0,86.96,1,0,53.5,689.24,19.12,,,39.65,61.33,
STUP_7662,FutureSolutions Ventures,consumer tech,2019,1,3.97,8,8.893044923,0,0,56.23,4,1,62.3,961.5,25.49,,,,,3.99
STUP_7663,BrightWorks,healthtech,2017,3,0.94,121,6.759226494,0,0,19,4,0,41.8,748.08,,,,,150.04,4.5
STUP_7664,InnoNetworks,fintech,2015,1,2.15,127,5.796035402,0,0,39.95,5,0,70.26,391.87,,,,56.91,,7.8
STUP_7665,TrueMinds Pvt Ltd,fintech,2013,0,9.08,50,10.92658148,0,0,91.11,3,0,38.86,134.03,5.41,,,,114.59,0.58
STUP_7666,BlueSystems Labs,consumer tech,2020,1,3.73,86,15.862733,0,0,49.41,1,0,63.56,181.54,10.56,,,62.62,,
STUP_7667,RedSolutions Technologies,fintech,2015,3,2.11,115,4.147661994,0,0,19.57,4,0,48.57,185.54,,,,33.22,107.9,1.97
STUP_7668,SmartSystems,fintech,2019,1,2.65,21,5.264339487,0,0,80.26,4,0,43.7,315.06,14.64,,,,96.32,
STUP_7669,QuantumWave Ventures,AI,2016,2,4.46,52,12.10432711,0,0,76.64,1,0,51.99,,,,,87.02,,1.77
STUP_7670,BlueLab,fintech,2025,3,2.6,33,18.25722659,0,0,89.84,3,0,46.63,762.18,,,,26.67,335.69,1.59
STUP_7671,RedWave Pvt Ltd,edtech,2021,0,6.8,146,15.66719807,0,0,10.51,2,0,70.65,,48.89,,,38.11,42.04,1.5
STUP_7672,InnoVision Ventures,mobility,2013,5,19.63,77,14.43492535,0,0,49.98,4,0,35.53,927.97,,,,,131.65,2.48
STUP_7673,TechSolutions Ventures,ecommerce,2020,3,2.6,5,5.541654148,0,0,66.78,2,0,59.42,797.52,8.96,,,50.93,,12.75
STUP_7674,RedNetworks Labs,healthtech,2021,1,4.6,70,8.575977383,0,0,83.03,5,1,57.68,,,,,44.06,,2.46
STUP_7675,InnoSolutions Labs,sustainability,2020,2,4.74,56,8.404824285,0,0,22.69,5,0,39,651.02,4.54,,,2.38,23.6,12.13
STUP_7676,BlueSystems Ventures,healthtech,2016,0,11.7,14,2.845586329,0,1,89.89,5,0,32.88,34.6,,20727.84,-23.29,,,12.29
STUP_7677,SmartLogic Innovations,sustainability,2014,1,10.3,345,11.06587134,0,0,15.58,6,0,47.19,248,31.78,,,62.38,220.24,
STUP_7678,BlueSolutions Technologies,logistics,2015,1,6.39,156,19.76601548,0,0,70.26,1,0,59.41,566.06,,,,,1.04,5.42
STUP_7679,TechSystems Labs,fintech,2020,1,0.58,578,17.13974228,0,0,51.85,3,0,71.93,,,,,,21.2,6.68
STUP_7680,TechSolutions Ventures,mobility,2015,0,2.17,78,15.25009339,0,0,47.88,5,0,31.81,,,,,48.73,228.07,3.43
STUP_7681,BrightVision Ventures,mobility,2018,3,4.63,286,11.03696661,0,0,78.38,3,0,70.08,951.25,,,,,32.03,
STUP_7682,BlueWave Labs,consumer tech,2018,1,8.47,257,8.876119934,0,1,28.13,3,0,45.96,,187,15100.06,27.81,,107.63,1.92
STUP_7683,BrightWave Labs,fintech,2018,0,26.74,125,11.46955394,0,0,22.76,4,0,35.4,747.8,95,,,,101.99,
STUP_7684,InnoMinds Ventures,ecommerce,2017,2,4.82,9,6.443816535,0,0,105.62,4,0,22.87,,,,,63.35,53.1,17.61
STUP_7685,RapidWave Technologies,deeptech,2016,1,6.02,9,12.34694574,0,0,11.1,6,1,45.04,689.55,15.01,,,42.23,22.67,2.43
STUP_7686,GreenWave,AI,2020,2,5.48,86,11.91357611,0,0,88.93,1,0,53.8,659.61,14.13,,,,,
STUP_7687,FutureWave Labs,mobility,2020,0,7.14,157,5.554572545,0,0,119,1,0,82.11,667.06,4.86,,,,17.77,1.89
STUP_7688,QuantumWave Technologies,fintech,2017,1,8.07,33,5.252123751,0,0,110.25,2,0,67.06,741.17,24.16,,,,128.94,0.38
STUP_7689,QuantumLab Pvt Ltd,fintech,2012,2,11.11,157,7.380648807,0,0,43.47,5,0,39.4,551.9,,,,60.96,,0.59
STUP_7690,RapidLab Pvt Ltd,consumer tech,2018,2,28.42,68,14.26928711,0,0,41.63,2,0,51.8,8.64,,,,66.49,132.45,12.75
STUP_7691,TrueNetworks Ventures,ecommerce,2019,1,38.76,28,8.325464743,0,0,78.51,2,0,59.52,439.28,28.51,,,65.38,3.71,1.38
STUP_7692,GreenVision Technologies,logistics,2017,2,0.71,27,8.586150515,0,0,115.51,3,0,66.72,,,,,84.2,167.24,
STUP_7693,BrightAnalytics Pvt Ltd,fintech,2017,4,3.13,47,11.45468762,0,0,78.75,4,0,54.22,52.18,,,,8.34,,2.63
STUP_7694,InnoLogic Technologies,ecommerce,2013,3,11.78,43,10.24391271,0,0,95.41,2,0,16.9,,2.42,,,83.52,,5.3
STUP_7695,GreenSystems Labs,agritech,2015,2,1.84,16,16.29069238,0,0,33.98,2,0,58.26,792.04,38.22,,,48.57,180.15,1.22
STUP_7696,RapidWorks Technologies,mobility,2013,1,7.56,6,5.864129367,0,0,87.68,1,0,44.44,994.7,16.85,,,,193.18,1.91
STUP_7697,NextWorks Ventures,sustainability,2013,0,2.33,18,3.349342385,0,0,102.64,2,0,44.74,,95.01,,,47.2,125.69,
STUP_7698,FutureAnalytics Ventures,healthtech,2015,5,3.86,73,5.931219256,0,0,19.25,5,0,51.1,821.17,,,,,165.63,4.36
STUP_7699,FutureNetworks Pvt Ltd,cleantech,2020,1,8.29,27,11.99905941,0,0,50.61,3,0,29.5,96.15,2.44,,,48.57,68.19,5.91
STUP_7700,SmartMinds Pvt Ltd,healthtech,2015,0,1.87,528,9.35719728,0,0,49.31,2,0,74.3,,8.49,,,73.1,87.18,
STUP_7701,SmartWorks Innovations,deeptech,2016,0,0.88,157,4.823268984,0,0,89.74,5,0,39.48,337.79,,,,24.28,56.73,1.69
STUP_7702,QuantumMinds Technologies,deeptech,2021,1,2.61,50,13.83804896,0,0,80.61,3,0,65.05,683.29,16.46,,,69.54,69.16,1.35
STUP_7703,RapidLab Ventures,sustainability,2020,0,12.99,49,7.365741893,1,0,109.33,4,0,20.88,,,,,74.58,158.99,3.91
STUP_7704,InnoWorks Labs,healthtech,2017,2,9.91,5,5.594385437,0,0,65.63,3,0,56.95,159.31,55.97,,,51.14,2.43,24.75
STUP_7705,QuantumLab,ecommerce,2023,0,2.03,24,0.529210514,0,1,92.93,4,0,55.95,,12.75,14576.39,-30.55,55.3,,0.66
STUP_7706,NextMinds Pvt Ltd,mobility,2019,2,0.96,204,8.472157634,0,0,72.57,4,0,34.23,,22.08,,,43.86,154.4,8.46
STUP_7707,TechWave,healthtech,2019,6,7.55,15,13.3613645,0,0,61.44,3,0,60.4,364.78,,,,,27.45,4.19
STUP_7708,BlueSystems Technologies,logistics,2018,1,4.85,29,18.52096744,0,0,71.85,6,0,56.37,,,,,,22.77,9.12
STUP_7709,TechNetworks Ventures,fintech,2013,7,5.01,62,6.977636116,0,0,49.15,5,0,31.74,152.7,2.8,,,32.86,135.01,5.62
STUP_7710,TrueNetworks Technologies,deeptech,2022,4,1.42,8,13.31451973,0,0,113.85,6,0,42.57,260.61,31.44,,,31.06,242.89,0.3
STUP_7711,BrightWorks Labs,healthtech,2018,0,1.53,60,6.806494524,0,0,61.8,2,0,37.21,312.39,259.67,,,68.23,110.66,
STUP_7712,NextLab Ventures,edtech,2016,7,19.17,98,15.6610411,1,0,107.61,1,0,15.16,10705.58,6.31,,,100,19.82,
STUP_7713,TrueSolutions Pvt Ltd,ecommerce,2018,1,2.58,29,10.23948965,0,0,72.77,4,0,53.44,,,,,71.96,131.61,8.8
STUP_7714,RedWorks,ecommerce,2019,2,10.05,230,11.91152418,0,0,20.01,4,0,29.75,941.38,,,,,,1.66
STUP_7715,QuantumVision Ventures,fintech,2017,1,8.49,58,14.7974447,0,0,29.75,3,0,55.36,,17.79,,,29.01,44.32,4.53
STUP_7716,BrightVision,cleantech,2015,2,0.91,13,6.466241106,0,0,109.91,1,1,61.98,138.24,,,,76.75,40.62,0.62
STUP_7717,FutureAnalytics Innovations,sustainability,2021,2,5.97,108,12.47147204,0,0,93.45,2,0,59.48,60.3,,,,24.15,,0.49
STUP_7718,NextNetworks Ventures,fintech,2020,4,7.69,154,13.06813861,0,0,112.91,3,0,43.39,65.66,80.77,,,47.62,89.09,
STUP_7719,BrightLab Pvt Ltd,logistics,2018,3,3.53,28,19.38596883,0,0,56.75,4,0,59.39,742.33,30.94,,,65.59,,
STUP_7720,RedSolutions Innovations,edtech,2020,2,0.74,16,12.76450389,0,0,52.48,3,0,60.05,554.37,,,,37.88,219.99,0.88
STUP_7721,RedVision Ventures,deeptech,2016,1,3.21,44,3.581485563,0,1,84.54,2,0,56.58,13.92,,18107.28,62.87,62.43,259.63,8.76
STUP_7722,InnoLab,fintech,2019,1,3.58,556,10.04424793,1,0,98.09,2,0,49.01,7351.58,37.48,,,58.85,73.89,15.25
STUP_7723,FutureWorks Labs,deeptech,2015,2,7.6,137,1.751751993,0,0,67.36,3,0,57.87,985.09,47.31,,,44.62,4.02,10.13
STUP_7724,FutureSystems Technologies,fintech,2018,0,8.87,35,7.753900061,0,0,77.83,1,0,69.16,24.99,17.48,,,,140.43,
STUP_7725,TrueNetworks Innovations,ecommerce,2015,2,8.61,91,11.75284375,0,0,59.14,3,0,32.56,809.14,25.57,,,87.95,119.89,10.8
STUP_7726,QuantumWave Pvt Ltd,deeptech,2020,2,1.7,24,10.88422661,1,0,119.54,6,0,60.82,6517.53,49.25,,,,26.68,
STUP_7727,TrueLogic Technologies,cleantech,2019,2,5.1,21,12.32486933,0,1,103.36,1,0,61.64,748.31,5.51,18199.04,23.75,49.49,265.32,0.33
STUP_7728,BrightMinds,edtech,2013,0,13.48,58,7.400834309,0,0,64.08,5,0,53.42,,11.9,,,,1.78,2.14
STUP_7729,SmartWorks Ventures,deeptech,2011,5,13.1,16,11.93277547,0,0,65.82,3,0,24.53,740.05,12.64,,,,127.52,1.02
STUP_7730,BrightMinds Ventures,deeptech,2015,1,2.76,35,5.293563827,0,0,41.32,5,0,37.47,382.65,146.31,,,70.21,85.75,0.49
STUP_7731,InnoAnalytics Technologies,agritech,2018,2,1.99,5,15.61722096,0,0,96.14,1,0,55.71,843.8,20.77,,,28.23,124.07,9.68
STUP_7732,GreenAnalytics Labs,cleantech,2021,0,3.25,43,9.809450637,0,0,39.87,4,0,44.5,,25.96,,,24.26,212.78,
STUP_7733,SmartMinds Innovations,edtech,2019,4,6.53,38,10.09246867,0,1,56.28,3,0,91.24,917.11,,19907.13,76.65,81.73,147.81,1.08
STUP_7734,GreenNetworks,edtech,2014,1,6.29,17,9.307995499,0,0,76.61,2,1,62.34,332.8,11.88,,,38.59,64.18,8.59
STUP_7735,TechAnalytics,consumer tech,2018,3,1.13,73,12.92078121,0,0,46.57,6,0,69.92,,22.03,,,88.72,67.42,
STUP_7736,SmartWave Innovations,fintech,2012,2,16.61,21,0,0,0,63.97,5,0,51.22,798.14,571.77,,,63.09,4.43,
STUP_7737,InnoLogic Innovations,ecommerce,2014,1,6.21,15,0,0,0,118.18,4,0,38.23,49.97,28.08,,,69.15,60.2,4.65
STUP_7738,BrightSystems Pvt Ltd,AI,2016,1,0.98,21,7.287499371,0,1,79.05,2,0,55.95,996.67,74.91,15766.19,59.09,,258.8,5.93
STUP_7739,TrueWorks Labs,agritech,2019,2,1.31,247,11.43718403,0,0,66.02,2,1,34.74,640.91,8.79,,,42.03,,10.92
STUP_7740,InnoLab Innovations,mobility,2017,1,10.28,55,6.503659826,0,0,12.65,3,0,43.69,837.11,,,,,82.37,
STUP_7741,QuantumSolutions Ventures,edtech,2016,0,8.41,34,9.68086514,0,1,101.2,3,0,17.29,99.59,65.64,15587.82,44.44,68.81,,3.02
STUP_7742,RapidNetworks Labs,consumer tech,2018,0,3.89,47,9.619896115,0,0,118.71,4,0,32.1,636.15,,,,,,8.03
STUP_7743,RedMinds Labs,fintech,2018,3,5.85,40,16.34267018,0,1,102.71,3,0,56.81,,8.75,17994.77,12.84,45.92,168.61,7.39
STUP_7744,RedNetworks Pvt Ltd,edtech,2019,2,17.01,5,4.963801183,1,0,108.59,2,0,44.96,2593.93,66.2,,,84.92,48.97,
STUP_7745,BrightVision Labs,cleantech,2015,4,3.18,22,3.383474203,0,0,65.98,2,0,65.09,488.44,,,,36.65,72.98,0.7
STUP_7746,RapidSolutions,fintech,2016,1,8.92,23,8.140258263,0,0,23.2,4,0,41.42,129.88,8.25,,,,141.68,0.27
STUP_7747,TechNetworks,logistics,2019,1,5.99,154,7.094219423,0,1,74.17,3,0,37.13,519.13,,12089.24,42.17,55.54,286.29,1.13
STUP_7748,NextNetworks Ventures,ecommerce,2010,2,4.35,64,17.33297338,0,0,105.62,7,0,39.15,928.95,35.67,,,74.32,,5.88
STUP_7749,TechLab,consumer tech,2015,5,9.14,139,6.62510764,0,1,92.69,4,1,56.56,39.13,15.98,12274.31,52.67,35.33,267.72,2.34
STUP_7750,BlueMinds Pvt Ltd,deeptech,2016,2,9.96,12,8.995033713,0,0,72.53,4,1,34.64,,40.73,,,31.64,38.23,3.86
STUP_7751,RedNetworks Ventures,edtech,2016,1,6.8,59,10.25057549,0,0,33.03,5,0,57.07,941.69,58.13,,,41.3,15.3,25.21
STUP_7752,TechMinds Ventures,mobility,2018,1,1.27,105,15.73678542,0,1,68.83,2,0,33.57,,3.56,13045.86,9.79,45.83,326.49,7.41
STUP_7753,TrueLab Pvt Ltd,cleantech,2015,3,3.9,28,3.852064297,0,0,40.81,4,0,39.14,674.5,,,,60.91,,1.32
STUP_7754,RedWave Technologies,fintech,2014,4,1.97,22,13.88931779,0,0,109.71,1,0,35.31,269.39,3.85,,,30.27,,6.14
STUP_7755,QuantumWave Ventures,consumer tech,2014,0,13.53,79,12.19812551,0,0,69.28,3,0,32.78,643.07,33.34,,,53.37,65.17,15.7
STUP_7756,TrueSolutions Ventures,fintech,2012,7,1.62,15,4.425216423,0,0,99.24,3,1,38.59,147.63,49.93,,,85.2,226.73,0.41
STUP_7757,TrueVision Labs,AI,2024,7,4.3,18,1.475001783,0,0,100.5,3,0,42.38,415.26,11.05,,,52.35,377.2,8.05
STUP_7758,RapidWave Pvt Ltd,ecommerce,2015,1,3.1,251,19.77630956,0,0,30.27,6,0,33.94,621.31,3.45,,,69.78,41.79,4.04
